Подразделение,Поле,Field_ID,Year,Area,Yield,Агрофон,Class,Product Group,MAX_NDVI,data_quality,6_NDVI,7_NDVI,4_relative_humidity,5_relative_humidity,6_relative_humidity,7_relative_humidity,4_surface_solar_radiation_downwards_sum,5_surface_solar_radiation_downwards_sum,6_surface_solar_radiation_downwards_sum,7_surface_solar_radiation_downwards_sum,4_temperature_2m_max,5_temperature_2m_max,6_temperature_2m_max,7_temperature_2m_max,4_temperature_2m_min,5_temperature_2m_min,6_temperature_2m_min,7_temperature_2m_min,4_total_precipitation_sum,5_total_precipitation_sum,6_total_precipitation_sum,7_total_precipitation_sum,4_v_component_of_wind_10m,5_v_component_of_wind_10m,6_v_component_of_wind_10m,7_v_component_of_wind_10m,4_vapor_pressure_deficit,5_vapor_pressure_deficit,6_vapor_pressure_deficit,7_vapor_pressure_deficit,DOY_min,DOY_max,bdod,cec,clay,phh2o,sand,silt,soc
Абайское,81/80ж,263Абайское,2020,681.0,12.9,others,1.0,Ликамеро,0.5097767885094733,0.9586632647076074,0.2949182396795491,0.466792871,60.11455198317741,56.27688836633489,47.31232902552684,52.52843130570397,15586767.666666666,20984109.870967746,22547633.466666665,22200444.51612903,285.0363978068034,294.63951947612145,295.3339553833008,300.9627897201046,274.49325205485025,282.8099798387097,283.8832270304362,290.2266304262223,0.0017692249660774,0.002792928799468,0.0006960738511256,0.0009119607475622,2.1079340550634598,0.6513514082918885,-1.1899145735634695,-0.6169200469088811,0.418679361172013,0.8674168306982792,1.108537482795756,1.4546819712641277,143,148,100.04215869815668,400.4927823175779,334.3382411173908,68.05439360668132,305.54476403038274,360.1533172540408,666.3903009792627
Абайское,86ж,270Абайское,2020,332.0,17.2,Fallow,0.0,Шортандинская,0.7012031271873375,1.0,0.2245491987582255,0.677746058,60.11455198317741,56.27688836633489,47.31232902552684,52.52843130570397,15586767.666666666,20984109.870967746,22547633.466666665,22200444.51612903,285.0363978068034,294.63951947612145,295.3339553833008,300.9627897201046,274.49325205485025,282.8099798387097,283.8832270304362,290.2266304262223,0.0017692249660774,0.002792928799468,0.0006960738511256,0.0009119607475622,2.1079340550634598,0.6513514082918885,-1.1899145735634695,-0.6169200469088811,0.418679361172013,0.8674168306982792,1.108537482795756,1.4546819712641277,150,152,99.91954450729386,413.5352678571428,338.6232142857143,67.50498511904762,307.5535714285715,353.8901041666667,676.9432866924681
Алабуга,1,1930Алабуга,2020,226.5,12.4,Fallow,1.0,Астана,0.7431649976820973,1.0,0.7040842673939569,0.522494468,62.40510324153081,60.68517213699328,52.90496576115199,55.4503846712489,16324898.480578514,21205566.55018662,22576787.60385675,21992914.377832577,285.00396454025565,294.14482690937774,294.2129042507203,300.01964225504634,274.23276563386946,282.7449201290463,283.7303527537785,290.0268039281322,0.002361958116523,0.003012131673251,0.0006832811924388,0.0005841494320853,2.137192371846121,0.5882431001840334,-1.1446759126512582,-0.4775224363476523,0.3962240596909578,0.7526439874594082,0.9424879300685128,1.290084385971165,134,137,96.68760869565214,418.10861056751446,290.71048053924744,66.95325070667532,363.1289410741463,346.07990867579895,931.415217391304
Алабуга,12,1936Алабуга,2020,78.8,8.9,Stubble,1.0,Астана,0.7011992324684845,0.9255766534981522,0.5722711075483913,0.580180515,62.50612584997404,60.836863820324034,53.279651071594486,55.782881145856905,16356618.648362232,21217666.154204734,22555517.798073217,21992342.08260301,284.98539042537146,294.1432776450221,294.16103667918884,299.96267311825983,274.26256124683886,282.81369837829027,283.7594716419374,290.03057382766065,0.0023824763749373,0.0030541205942728,0.0006908984524594,0.0005616844138807,2.136842994216779,0.5901186189995876,-1.1481298232736996,-0.4783252444896476,0.3956776709521577,0.7506768065169499,0.9341694794074012,1.27790626609534,136,137,97.8380833072346,423.78716744913913,285.4112676056337,66.67198748043816,342.84162754303577,371.6892018779342,689.7469464453493
Алабуга,124,1938Алабуга,2020,71.4,7.5,Stubble,1.0,Астана,0.6778430549004882,0.8395303326810176,0.5840228540858068,0.497942339,62.59897400024782,61.08835953414048,53.594667558427695,55.9465593418617,16422670.733333332,21241347.096774194,22481482.933333334,21973659.870967746,285.01385091145835,294.1878578432145,294.1567911783854,299.97438492313506,274.32382049560545,282.8837432861328,283.8905487060547,290.10352448494206,0.0023540905758822,0.0031311620858027,0.0006873517047735,0.0005898750324529,2.138468587398529,0.5893580657179638,-1.1725446462631226,-0.4974171487233971,0.3961868012467632,0.7481578800567731,0.931989800323016,1.2766907084246215,134,134,97.6557659208262,445.6530120481928,302.3920826161791,67.36488812392426,359.5848537005163,337.9480206540448,669.9201376936319
Алабуга,14,1942Алабуга,2020,119.3,15.0,Fallow,0.0,Астана,0.6465675925126912,0.7833778371161548,0.2946966101064432,0.255841389,62.505320734608055,60.834674397498425,53.27690961168479,55.78145812837752,16356040.933333334,21217459.032258064,22556165.33333333,21992505.48387097,284.98514149983725,294.14288773075225,294.1610738118489,299.9625706826487,274.2620254516602,282.8130857406124,283.7583251953125,290.0299357752646,0.0023827246472323,0.0030534467619853,0.0006909294735761,0.0005614378487036,2.136828776200612,0.5901252710691062,-1.1479162825478446,-0.4781582599045128,0.3956732206017447,0.7506986786923856,0.9341884050134264,1.2779167781006606,137,137,97.74948496085705,446.76704428424296,273.97528321318225,66.11534500514932,342.0949536560247,383.79485066941294,921.8009888751546
Алабуга,15,1945Алабуга,2020,358.8,15.0,Fallow,0.0,Астана,0.6708799773713086,0.951584629511116,0.4160149183097005,0.594683522,62.505320734608055,60.834674397498425,53.27690961168479,55.78145812837752,16356040.933333334,21217459.032258064,22556165.33333333,21992505.48387097,284.98514149983725,294.14288773075225,294.1610738118489,299.9625706826487,274.2620254516602,282.8130857406124,283.7583251953125,290.0299357752646,0.0023827246472323,0.0030534467619853,0.0006909294735761,0.0005614378487036,2.136828776200612,0.5901252710691062,-1.1479162825478446,-0.4781582599045128,0.3956732206017447,0.7506986786923856,0.9341884050134264,1.2779167781006606,135,137,98.23508891928864,434.3949654559134,281.754702784048,67.34564607702302,360.78705793829926,357.51597236473106,887.4577291381669
Алабуга,19,1952Алабуга,2020,181.6,19.2,Fallow,1.0,Тобольская,0.783193167583984,0.8926805412161061,0.4589488909874494,0.73243772,62.505320734608055,60.834674397498425,53.27690961168479,55.78145812837752,16356040.933333334,21217459.032258064,22556165.33333333,21992505.48387097,284.98514149983725,294.14288773075225,294.1610738118489,299.9625706826487,274.2620254516602,282.8130857406124,283.7583251953125,290.0299357752646,0.0023827246472323,0.0030534467619853,0.0006909294735761,0.0005614378487036,2.136828776200612,0.5901252710691062,-1.1479162825478446,-0.4781582599045128,0.3956732206017447,0.7506986786923856,0.9341884050134264,1.2779167781006606,133,134,97.5384408962834,452.8867418142783,274.8106548577564,67.10829307568439,339.1462694578638,386.0758185721954,885.2454045350867
Алабуга,2,1953Алабуга,2020,329.7,14.1,Fallow,1.0,Астана,0.6582370005171209,0.8383350927461921,0.5449366136042175,0.599616515,62.505320734608055,60.834674397498425,53.27690961168479,55.78145812837752,16356040.933333334,21217459.032258064,22556165.33333333,21992505.48387097,284.98514149983725,294.14288773075225,294.1610738118489,299.9625706826487,274.2620254516602,282.8130857406124,283.7583251953125,290.0299357752646,0.0023827246472323,0.0030534467619853,0.0006909294735761,0.0005614378487036,2.136828776200612,0.5901252710691062,-1.1479162825478446,-0.4781582599045128,0.3956732206017447,0.7506986786923856,0.9341884050134264,1.2779167781006606,137,137,99.73026559147738,420.3698194197751,310.63121669627,67.29884547069273,334.11360272350515,355.3137951450562,933.528519641932
Алабуга,23,1960Алабуга,2020,129.7,11.0,Fallow,0.0,Астана,0.7325016589169685,1.0,0.5762599275048655,0.594750701,62.30994906906254,60.54053476728421,52.54640269256091,55.131360304519085,16294644.0,21194013.16129032,22596821.866666667,21993311.612903222,285.02225087483725,294.14671079574094,294.2632568359375,300.07508653210056,274.20434010823567,282.678698139806,283.7031778971354,290.02376138010334,0.0023417837068522,0.0029719946114866,0.0006758509885641,0.0006062134346781,2.1375456002023485,0.5864145960859074,-1.141527936193678,-0.4769047421793784,0.3967779823311707,0.754522678686532,0.9505210795725284,1.3018824191182494,138,138,92.3732902735563,434.8381151434544,277.7163214896448,66.38495154854648,382.1670150104504,340.07885236557104,1128.509498480243
Алабуга,25,1962Алабуга,2020,205.3,12.0,Stubble,1.0,Астана,0.6034738162571867,0.9594129099895162,0.4473379064549895,0.540999143,62.505320734608055,60.834674397498425,53.27690961168479,55.78145812837752,16356040.933333334,21217459.032258064,22556165.33333333,21992505.48387097,284.98514149983725,294.14288773075225,294.1610738118489,299.9625706826487,274.2620254516602,282.8130857406124,283.7583251953125,290.0299357752646,0.0023827246472323,0.0030534467619853,0.0006909294735761,0.0005614378487036,2.136828776200612,0.5901252710691062,-1.1479162825478446,-0.4781582599045128,0.3956732206017447,0.7506986786923856,0.9341884050134264,1.2779167781006606,143,145,93.63853188334156,427.05289828204167,283.75293536027675,65.7675194660734,337.01965146459014,379.13360524039047,957.8038803756792
Алабуга,29,1966Алабуга,2020,360.2,8.9,Stubble,1.0,Астана,0.6035196544182444,1.0,0.3183730214704439,0.579992275,62.54519713194557,60.77844112582491,52.8413771785607,55.43003090770484,16346151.38288118,21195457.52396459,22597062.43701367,22005297.00604457,284.9495491738626,294.1546964568332,294.2551845302642,300.0271077920113,274.0165631883302,282.5803823908749,283.6772717554713,289.9633779019369,0.0023317897120772,0.0030020077603613,0.0006873744435381,0.0006838939361482,2.138340027634821,0.5770591316421767,-1.1650623864639529,-0.4919809056737158,0.3925018694626542,0.7485999847613759,0.94378882611517,1.2906229114621663,144,147,97.91512965357656,441.2831870449754,279.7418520786556,67.87140232700554,337.8787507654624,382.3864053888548,854.9925134417748
Алабуга,30,1968Алабуга,2020,231.3,6.6,Deep Tillage,1.0,Астана,0.6308891041780967,0.5550706477120512,0.4423802254065034,0.549840625,62.50017433222183,60.72358755397699,52.740898455448246,55.33703871871829,16334446.553753754,21192898.92085634,22601443.744544547,22004178.3803158,284.96157656527373,294.1552738336402,294.2654511689424,300.04287356844384,274.0208460245524,282.572696001784,283.66965946048583,289.9660784451522,0.0023291268783089,0.0029907121097523,0.0006845732900434,0.0006800811019918,2.1383308173856777,0.5776773432080294,-1.1617298275381478,-0.4900739723974997,0.3930147056394508,0.7495595855628451,0.945955883423142,1.2939942124174302,143,145,95.5271375464684,447.32476362477394,293.9091681716773,67.96186125571016,324.638159991501,381.390842451928,1021.8354753053636
Алабуга,37,1973Алабуга,2020,250.2,5.8,Stubble,1.0,Тобольская,0.708028740375168,1.0,0.682638658497371,0.466874475,62.69822669951445,61.33987664618326,53.90318568355948,56.092986458738366,16490278.8,21265134.51612903,22399711.73333333,21950703.16129032,285.04243825276694,294.24102586315524,294.1527552286784,299.9891278666835,274.3425053914388,282.9224897815335,283.98977813720705,290.1784362792969,0.002310863797375,0.0032066605013805,0.0006797481389217,0.00063257358883,2.1409825576676265,0.5880185737404773,-1.200561817487081,-0.5199404339636525,0.3963435389977049,0.7453084747950098,0.9299272419926492,1.275849090683421,131,133,98.35884370406652,434.8839486827932,283.5573401233964,66.22632455195375,350.91979238076567,365.4137694643031,811.0763351298378
